refund_id,case_id,refund_type,refund_amount_eur
2136,25249,Full,51.65
2137,25261,Partial,11.17
2138,25276,Partial,12.86
2139,25305,Partial,1.92
2140,25350,Partial,23.08
2141,25360,Full,67.71
2142,25387,Partial,37.24
2143,25391,Full,16.7
2144,25397,Partial,47.7
2145,25406,Partial,12.85
2146,25407,Partial,8.84
2147,25430,Full,28.3
2148,25444,Full,16.07
2149,25447,Full,11.62
2150,25457,Full,8.75
2151,25460,Full,18.64
2152,25474,Partial,3.65
2153,25482,Partial,23.58
2154,25483,Partial,30.74
2155,25498,Full,7.05
2156,25520,Full,18.4
2157,25535,Full,24.94
2158,25539,Full,82.89
2159,25558,Full,1.0
2160,25564,Partial,39.39
2161,25569,Partial,35.08
2162,25597,Partial,14.66
2163,25599,Full,17.25
2164,25611,Full,32.66
2165,25618,Partial,3.59
2166,25643,Full,27.44
2167,25696,Partial,15.67
2168,25712,Full,48.09
2169,25723,Partial,30.5
2170,25731,Full,30.0
2171,25732,Partial,41.8
2172,25734,Full,17.31
2173,25737,Full,18.38
2174,25740,Partial,5.03
2175,25751,Full,51.82
2176,25753,Partial,12.39
2177,25758,Full,3.6
2178,25774,Partial,5.09
2179,25780,Partial,48.93
2180,25784,Partial,26.27
2181,25830,Full,21.28
2182,25862,Full,17.21
2183,25863,Partial,12.68
2184,25874,Full,4.6
2185,25875,Partial,16.42
2186,25877,Partial,17.68
2187,25878,Partial,18.63
2188,25881,Full,11.94
2189,25884,Full,16.74
2190,25889,Full,17.31
2191,25899,Full,16.36
2192,25902,Partial,66.97
2193,25903,Partial,16.38
2194,25916,Full,9.2
2195,25921,Full,25.36
2196,25925,Full,32.55
2197,25928,Full,5.24
2198,25931,Partial,4.54
2199,25942,Partial,22.9
2200,25997,Partial,30.53
2201,26000,Partial,39.87
2202,26006,Full,9.1
2203,26034,Partial,21.38
2204,26059,Full,2.02
2205,26081,Partial,7.1
2206,26107,Full,13.54
2207,26112,Partial,28.12
2208,26120,Partial,7.62
2209,26123,Partial,59.18
2210,26125,Partial,51.5
2211,26137,Partial,19.48
2212,26164,Full,47.31
2213,26172,Partial,7.38
2214,26175,Full,59.17
2215,26193,Partial,1.42
2216,26223,Full,38.6
2217,26226,Partial,71.11
2218,26240,Partial,86.73
2219,26242,Partial,27.7
2220,26271,Full,37.12
2221,26283,Full,8.65
2222,26285,Partial,26.68
2223,26292,Full,12.78
2224,26316,Full,6.1
2225,26318,Partial,26.09
2226,26325,Partial,12.32
2227,26344,Partial,12.94
2228,26345,Partial,30.64
2229,26351,Full,44.5
2230,26354,Full,5.36
2231,26382,Full,98.04
2232,26411,Full,14.96
2233,26430,Full,48.33
2234,26433,Full,7.97
2235,26450,Partial,26.84
2236,26464,Partial,37.28
2237,26470,Partial,1.44
2238,26483,Partial,5.66
2239,26487,Full,9.49
2240,26556,Partial,2.34
2241,26557,Partial,14.74
2242,26565,Partial,23.6
2243,26567,Full,30.86
2244,26574,Full,15.91
2245,26579,Partial,14.25
2246,26593,Partial,6.02
2247,26635,Partial,20.74
2248,26643,Full,19.71
2249,26645,Partial,54.05
2250,26696,Partial,6.04
2251,26698,Partial,47.14
2252,26703,Partial,36.86
2253,26731,Partial,15.85
2254,26736,Full,6.38
2255,26740,Partial,8.85
2256,26759,Partial,21.19
2257,26791,Partial,10.48
2258,26801,Partial,4.99
2259,26809,Partial,54.16
2260,26831,Full,13.45
2261,26845,Full,22.54
2262,26846,Full,36.7
2263,26858,Full,20.29
2264,26869,Partial,23.63
2265,26915,Partial,20.36
2266,26942,Full,20.66
2267,26943,Full,24.28
2268,26944,Partial,5.47
2269,26950,Partial,2.4
2270,26954,Full,5.12
2271,26957,Partial,57.06
2272,26968,Partial,29.18
2273,26973,Partial,4.85
2274,27005,Full,10.54
2275,27008,Full,55.12
2276,27010,Partial,9.4
2277,27036,Full,32.12
2278,27075,Partial,24.03
2279,27094,Full,14.23
2280,27109,Full,79.91
2281,27110,Partial,73.36
2282,27119,Partial,1.9
2283,27120,Partial,22.25
2284,27127,Partial,3.24
2285,27157,Full,47.71
2286,27158,Partial,6.77
2287,27165,Partial,7.52
2288,27167,Full,18.47
2289,27180,Partial,7.93
2290,27189,Full,8.03
2291,27199,Partial,18.78
2292,27233,Partial,12.69
2293,27238,Full,12.72
2294,27250,Partial,42.48
2295,27265,Full,27.85
2296,27292,Partial,54.16
2297,27321,Full,50.15
2298,27329,Full,43.41
2299,27344,Full,53.88
2300,27367,Partial,4.52
2301,27375,Full,19.85
2302,27393,Partial,3.88
2303,27406,Partial,74.15
2304,27438,Full,38.61
2305,27460,Partial,15.66
2306,27477,Partial,6.44
2307,27491,Partial,24.38
2308,27505,Full,11.91
2309,27527,Partial,7.05
2310,27531,Partial,38.66
2311,27560,Full,9.02
2312,27570,Partial,41.4
2313,27591,Full,33.03
2314,27625,Partial,7.72
2315,27663,Full,17.84
2316,27687,Partial,17.46
2317,27701,Partial,9.1
2318,27702,Full,16.52
2319,27713,Full,8.31
2320,27727,Full,3.32
2321,27729,Partial,87.8
2322,27736,Partial,35.22
2323,27751,Full,38.43
2324,27762,Full,72.83
2325,27763,Full,17.94
2326,27764,Partial,2.94
2327,27780,Full,56.63
2328,27806,Full,42.27
2329,27808,Partial,29.21
2330,27813,Partial,3.24
2331,27823,Partial,6.41
2332,27835,Full,14.9
2333,27839,Full,36.45
2334,27846,Partial,24.14
2335,27848,Partial,42.63
2336,27865,Partial,41.35
2337,27894,Full,9.62
2338,27897,Full,24.92
2339,27908,Full,45.5
2340,27924,Partial,27.61
2341,27930,Full,35.79
2342,27945,Full,12.4
2343,27964,Partial,53.57
2344,27988,Full,31.47
2345,27998,Full,3.57
2346,28012,Partial,18.7
2347,28016,Partial,16.64
2348,28026,Partial,17.65
2349,28030,Partial,1.72
2350,28055,Partial,11.73
2351,28056,Partial,22.35
2352,28059,Partial,7.99
2353,28068,Partial,10.98
2354,28075,Partial,9.06
2355,28106,Partial,47.33
2356,28107,Partial,6.67
2357,28115,Partial,21.11
2358,28128,Full,11.63
2359,28143,Full,11.37
2360,28177,Full,15.61
2361,28195,Partial,29.25
2362,28205,Partial,55.84
2363,28216,Partial,6.53
2364,28217,Full,27.03
2365,28224,Partial,40.88
2366,28256,Partial,15.39
2367,28258,Full,14.16
2368,28260,Partial,5.68
2369,28278,Partial,25.19
2370,28298,Full,55.81
2371,28299,Partial,7.61
2372,28302,Full,10.33
2373,28311,Partial,1.78
2374,28316,Partial,18.74
2375,28317,Full,7.46
2376,28321,Full,13.43
2377,28329,Partial,14.12
2378,28361,Partial,20.43
2379,28362,Partial,4.68
2380,28368,Partial,21.86
2381,28369,Full,35.36
2382,28388,Full,58.69
2383,28422,Full,15.48
2384,28423,Partial,8.98
2385,28445,Partial,3.09
2386,28448,Partial,69.13
2387,28455,Full,21.69
2388,28460,Partial,5.62
2389,28491,Full,26.99
2390,28505,Partial,3.4
2391,28523,Full,7.99
2392,28543,Partial,66.87
2393,28547,Full,38.38
2394,28549,Partial,43.5
2395,28566,Partial,21.73
2396,28567,Partial,12.59
2397,28583,Partial,43.75
2398,28591,Partial,6.41
2399,28594,Partial,19.16
2400,28595,Partial,31.62
2401,28602,Partial,2.93
2402,28608,Partial,46.99
2403,28613,Partial,31.97
2404,28619,Partial,17.97
2405,28648,Partial,48.34
2406,28660,Partial,71.56
2407,28679,Partial,13.03
2408,28686,Full,30.18
2409,28695,Partial,20.22
2410,28713,Full,6.93
2411,28717,Full,5.93
2412,28741,Full,7.37
2413,28747,Full,5.11
2414,28759,Full,5.21
2415,28801,Full,14.47
2416,28805,Partial,12.56
2417,28807,Full,3.27
2418,28822,Partial,6.12
2419,28840,Partial,66.17
2420,28875,Full,22.88
2421,28887,Partial,61.32
2422,28917,Partial,19.11
2423,28926,Partial,19.26
2424,28948,Full,32.83
2425,28954,Partial,25.9
2426,28977,Partial,1.71
2427,28997,Partial,64.85
2428,29015,Partial,18.39
2429,29020,Full,26.87
2430,29021,Partial,39.15
2431,29026,Full,27.01
2432,29036,Partial,22.5
2433,29041,Partial,19.05
2434,29053,Full,87.66
2435,29075,Full,19.76
2436,29100,Partial,21.71
2437,29122,Partial,1.7
2438,29132,Full,18.92
2439,29133,Partial,28.97
2440,29146,Full,28.78
2441,29178,Partial,4.11
2442,29194,Full,3.2
2443,29198,Partial,29.47
2444,29231,Full,17.57
2445,29250,Partial,26.82
2446,29269,Full,52.04
2447,29273,Full,9.83
2448,29274,Partial,8.28
2449,29307,Partial,4.9
2450,29340,Full,7.5
2451,29344,Full,26.62
2452,29363,Partial,26.09
2453,29368,Partial,4.88
2454,29383,Partial,5.97
2455,29392,Partial,56.71
2456,29402,Full,11.52
2457,29403,Full,10.16
2458,29436,Full,10.99
2459,29438,Partial,20.76
2460,29441,Partial,8.5
2461,29459,Partial,17.76
2462,29490,Partial,15.02
2463,29501,Full,31.04
2464,29508,Full,29.4
2465,29522,Partial,22.93
2466,29530,Partial,13.17
2467,29547,Partial,12.3
2468,29561,Partial,17.65
2469,29574,Partial,15.17
2470,29593,Partial,38.76
2471,29618,Partial,13.36
2472,29627,Partial,13.24
2473,29635,Partial,20.29
2474,29636,Partial,7.31
2475,29654,Partial,19.67
2476,29666,Partial,1.93
2477,29669,Full,38.36
2478,29684,Full,33.36
2479,29686,Partial,4.96
2480,29690,Partial,11.59
2481,29692,Full,4.53
2482,29696,Full,5.64
2483,29703,Partial,71.34
2484,29706,Full,40.38
2485,29715,Full,21.37
2486,29739,Partial,6.75
2487,29742,Partial,9.03
2488,29748,Full,44.41
2489,29755,Partial,9.73
2490,29760,Full,3.01
2491,29772,Partial,50.91
2492,29776,Partial,15.11
2493,29782,Partial,10.51
2494,29799,Partial,22.29
2495,29801,Full,46.58
2496,29815,Full,22.33
2497,29828,Full,84.9
2498,29831,Full,2.3
2499,29832,Partial,18.58
2500,29835,Full,16.54
2501,29850,Partial,19.0
2502,29861,Partial,29.23
2503,29866,Full,28.65
2504,29874,Partial,15.74
2505,29892,Full,50.04
2506,29900,Partial,20.77
2507,29902,Partial,15.39
2508,29909,Partial,69.29
2509,29910,Partial,5.49
2510,29967,Partial,18.64
2511,30014,Partial,37.22
2512,30017,Full,13.99
2513,30060,Full,36.7
2514,30061,Partial,5.25
2515,30080,Partial,4.63
2516,30081,Partial,22.85
2517,30082,Partial,2.7
2518,30113,Full,18.13
2519,30143,Partial,73.7
2520,30149,Partial,29.13
2521,30171,Full,8.78
2522,30175,Full,18.08
2523,30176,Partial,20.91
2524,30183,Full,14.97
2525,30185,Partial,85.46
2526,30196,Partial,5.42
2527,30203,Partial,8.69
2528,30208,Partial,11.49
2529,30211,Partial,5.06
2530,30214,Partial,15.12
2531,30215,Full,23.19
2532,30220,Partial,14.06
2533,30228,Partial,8.14
2534,30232,Partial,34.25
2535,30236,Partial,26.92
2536,30239,Full,11.89
2537,30241,Partial,17.85
2538,30243,Partial,43.0
2539,30280,Partial,2.38
2540,30281,Partial,8.58
2541,30291,Full,44.91
2542,30301,Partial,35.87
2543,30303,Full,14.99
2544,30306,Partial,32.56
2545,30315,Partial,58.33
2546,30338,Full,32.24
2547,30361,Full,39.58
2548,30363,Partial,5.52
2549,30385,Full,31.56
2550,30409,Partial,21.42
2551,30414,Partial,17.36
2552,30439,Partial,2.58
2553,30451,Full,17.42
2554,30453,Partial,13.5
2555,30475,Full,23.72
2556,30476,Partial,35.44
2557,30494,Full,19.98
2558,30501,Partial,34.3
2559,30508,Full,36.17
2560,30510,Partial,12.61
2561,30523,Partial,17.47
2562,30525,Partial,46.5
2563,30526,Partial,4.28
2564,30550,Full,38.3
2565,30563,Partial,60.14
2566,30587,Full,16.77
2567,30588,Partial,9.64
2568,30593,Full,61.33
2569,30645,Partial,2.17
2570,30663,Full,68.09
2571,30666,Partial,7.98
2572,30674,Full,14.63
2573,30675,Partial,6.04
2574,30685,Partial,25.77
2575,30689,Partial,22.79
2576,30708,Full,22.15
2577,30746,Full,27.02
2578,30747,Full,10.83
2579,30749,Partial,10.81
2580,30751,Partial,25.78
2581,30753,Full,16.37
2582,30777,Partial,10.72
2583,30780,Full,30.05
2584,30793,Full,75.99
2585,30797,Full,13.97
2586,30813,Partial,20.58
2587,30829,Full,30.33
2588,30836,Partial,10.12
2589,30840,Full,9.06
2590,30845,Partial,57.44
2591,30868,Full,28.25
2592,30869,Partial,7.45
2593,30896,Full,2.95
2594,30904,Full,12.74
2595,30917,Full,17.11
2596,30942,Partial,12.35
2597,30944,Full,29.97
2598,30949,Full,35.67
2599,30964,Partial,8.39
2600,31029,Partial,7.25
2601,31032,Full,18.84
2602,31037,Full,20.8
2603,31044,Full,4.92
2604,31056,Partial,6.3
2605,31064,Partial,11.87
2606,31067,Full,4.37
2607,31068,Partial,4.89
2608,31076,Partial,39.65
2609,31112,Partial,33.91
2610,31132,Full,3.36
2611,31145,Partial,41.79
2612,31148,Partial,5.35
2613,31149,Full,33.06
2614,31152,Partial,41.9
2615,31158,Partial,11.47
2616,31159,Full,12.25
2617,31179,Full,34.94
2618,31183,Full,24.01
2619,31185,Partial,31.2
2620,31201,Partial,23.35
2621,31202,Partial,19.5
2622,31218,Partial,9.78
2623,31230,Partial,25.56
2624,31240,Full,4.37
2625,31243,Full,15.86
2626,31250,Partial,18.13
2627,31257,Full,36.24
2628,31274,Partial,42.3
2629,31277,Partial,24.87
2630,31279,Full,31.68
2631,31285,Partial,10.41
2632,31299,Full,8.49
2633,31315,Partial,18.75
2634,31319,Full,12.31
2635,31324,Full,51.66
2636,31326,Partial,23.14
2637,31344,Partial,15.46
2638,31354,Partial,44.21
2639,31380,Partial,13.31
2640,31405,Full,4.63
2641,31409,Full,32.57
2642,31412,Partial,17.57
2643,31414,Partial,6.84
2644,31435,Full,17.07
2645,31438,Partial,1.6
2646,31447,Full,40.65
2647,31449,Partial,13.68
2648,31450,Partial,17.97
2649,31454,Partial,28.74
2650,31474,Full,1.18
2651,31475,Full,102.93
2652,31479,Full,4.28
2653,31485,Full,35.96
2654,31518,Full,9.78
2655,31550,Partial,13.9
2656,31556,Full,40.37
2657,31569,Full,3.56
2658,31617,Partial,19.44
2659,31636,Partial,17.74
2660,31640,Full,11.57
2661,31664,Partial,23.35
2662,31667,Partial,24.09
2663,31723,Full,16.39
2664,31732,Partial,51.09
2665,31757,Full,4.53
2666,31773,Partial,12.76
2667,31778,Partial,29.69
2668,31781,Partial,13.74
2669,31808,Full,4.93
2670,31824,Partial,19.68
2671,31843,Partial,21.39
2672,31846,Partial,22.71
2673,31852,Full,5.36
2674,31857,Partial,16.55
2675,31874,Partial,52.22
2676,31892,Partial,6.21
2677,31896,Full,18.79
2678,31903,Partial,18.48
2679,31904,Full,12.18
2680,31915,Full,27.38
2681,31918,Partial,7.83
2682,31925,Partial,3.95
2683,32017,Partial,64.73
2684,32032,Partial,35.31
2685,32033,Partial,8.92
2686,32037,Full,18.62
2687,32039,Partial,45.73
2688,32067,Full,13.92
2689,32076,Full,5.72
2690,32081,Partial,32.73
2691,32090,Full,29.43
2692,32100,Partial,6.17
2693,32127,Partial,25.59
2694,32141,Partial,18.03
2695,32163,Partial,21.55
2696,32177,Partial,11.56
2697,32188,Full,19.39
2698,32193,Partial,21.87
2699,32199,Full,22.56
2700,32203,Partial,27.03
2701,32221,Full,34.89
2702,32226,Partial,79.37
2703,32258,Full,18.63
2704,32318,Full,28.01
2705,32323,Full,24.18
2706,32343,Full,12.94
2707,32357,Partial,1.28
2708,32366,Partial,41.75
2709,32405,Partial,77.33
2710,32436,Full,23.78
2711,32437,Partial,29.58
2712,32458,Partial,14.77
2713,32476,Partial,14.15
2714,32521,Full,2.74
2715,32543,Full,11.09
2716,32550,Partial,11.08
2717,32553,Full,9.44
2718,32593,Partial,16.59
2719,32600,Partial,24.7
2720,32616,Partial,9.2
2721,32645,Partial,4.8
2722,32646,Partial,13.86
2723,32672,Partial,4.28
2724,32691,Partial,43.03
2725,32700,Full,6.31
2726,32719,Partial,24.32
2727,32744,Full,46.69
2728,32772,Full,10.63
2729,32802,Partial,4.21
2730,32863,Full,31.57
2731,32887,Partial,5.25
2732,32910,Partial,24.94
2733,32924,Full,12.05
2734,32931,Full,8.58
2735,32956,Full,45.14
2736,32972,Partial,11.16
2737,32974,Full,23.74
2738,32985,Partial,60.06
2739,32996,Partial,27.82
2740,33008,Partial,23.64
2741,33021,Full,11.91
2742,33047,Partial,9.39
2743,33051,Partial,22.43
2744,33100,Partial,4.09
2745,33112,Partial,37.41
2746,33113,Partial,17.28
2747,33119,Partial,14.15
2748,33127,Partial,32.89
2749,33131,Partial,9.27
2750,33132,Full,36.29
2751,33133,Full,28.96
2752,33162,Full,78.37
2753,33194,Partial,7.07
2754,33199,Full,14.19
2755,33216,Partial,16.62
2756,33243,Partial,18.21
2757,33245,Full,7.88
2758,33256,Full,29.46
2759,33277,Partial,42.44
2760,33295,Partial,31.65
2761,33315,Full,28.68
2762,33321,Partial,2.38
2763,33331,Full,11.09
2764,33348,Full,44.88
2765,33354,Partial,8.13
2766,33364,Partial,10.72
2767,33365,Partial,20.54
2768,33367,Partial,15.35
2769,33372,Partial,43.01
2770,33385,Full,6.28
2771,33394,Partial,49.38
2772,33414,Partial,2.78
2773,33417,Full,11.77
2774,33429,Full,33.1
2775,33435,Partial,61.15
2776,33452,Partial,10.69
2777,33456,Full,19.93
2778,33484,Partial,33.5
2779,33498,Full,9.32
2780,33516,Full,43.17
2781,33520,Partial,3.33
2782,33533,Partial,10.67
2783,33538,Full,24.51
2784,33560,Partial,9.76
2785,33570,Full,11.36
2786,33589,Partial,3.02
2787,33596,Full,14.48
2788,33608,Full,15.88
2789,33615,Full,17.68
2790,33620,Full,18.3
2791,33641,Partial,12.43
2792,33653,Partial,4.41
2793,33659,Partial,2.77
2794,33663,Partial,3.89
2795,33670,Full,5.93
2796,33676,Full,47.19
2797,33687,Partial,3.46
2798,33696,Full,61.1
2799,33699,Partial,8.61
2800,33709,Full,41.45
2801,33727,Partial,25.08
2802,33736,Partial,54.39
2803,33764,Full,14.58
2804,33785,Full,57.23
2805,33827,Full,11.92
2806,33829,Full,21.13
2807,33836,Partial,34.65
2808,33839,Partial,14.03
2809,33840,Partial,69.88
2810,33848,Partial,11.01
2811,33858,Partial,17.58
2812,33874,Full,26.75
2813,33878,Partial,20.92
2814,33888,Partial,11.27
2815,33892,Full,14.17
2816,33897,Full,21.1
2817,33915,Partial,18.82
2818,33964,Full,38.65
2819,33970,Partial,52.43
2820,33986,Partial,39.65
2821,33987,Partial,8.77
2822,34025,Full,35.99
2823,34047,Full,22.55
2824,34049,Full,23.01
2825,34062,Partial,4.07
2826,34079,Full,66.07
2827,34080,Full,11.52
2828,34097,Partial,36.89
2829,34105,Partial,28.04
2830,34107,Partial,12.68
2831,34167,Full,51.21
2832,34188,Partial,57.94
2833,34218,Full,26.24
2834,34236,Full,5.62
2835,34254,Full,71.74
2836,34299,Partial,33.99
2837,34319,Full,37.39
2838,34321,Full,11.28
2839,34323,Full,64.91
2840,34332,Full,24.34
2841,34350,Partial,8.12
2842,34360,Partial,9.51
2843,34375,Partial,17.88
2844,34379,Partial,35.74
2845,34385,Partial,15.95
2846,34433,Partial,8.45
2847,34466,Full,81.16
2848,34483,Partial,21.8
2849,34568,Full,86.82
2850,34579,Full,36.96
2851,34581,Full,5.66
2852,34582,Full,3.01
2853,34595,Full,15.79
2854,34597,Full,31.45
2855,34601,Full,34.09
2856,34610,Full,34.29
2857,34615,Partial,15.04
2858,34622,Full,3.97
2859,34623,Partial,40.38
2860,34629,Full,13.48
2861,34633,Full,29.3
2862,34654,Partial,34.99
2863,34665,Partial,2.11
2864,34667,Full,32.8
2865,34676,Full,7.83
2866,34680,Partial,4.56
2867,34690,Partial,7.69
2868,34731,Full,51.37
2869,34742,Partial,10.2
2870,34743,Partial,24.99
2871,34750,Full,10.86
2872,34768,Full,26.58
2873,34770,Partial,1.48
2874,34790,Partial,73.35
2875,34818,Partial,11.44
2876,34819,Partial,6.04
2877,34823,Full,4.99
2878,34826,Partial,4.0
2879,34830,Partial,13.08
2880,34844,Full,10.89
2881,34845,Full,4.88
2882,34846,Partial,44.95
2883,34847,Full,2.07
2884,34869,Partial,51.87
2885,34902,Full,33.28
2886,34907,Full,11.97
2887,34918,Full,32.04
2888,34929,Partial,15.21
2889,34938,Partial,13.54
2890,34964,Partial,10.77
2891,34972,Full,22.35
2892,34979,Partial,7.55
2893,34986,Partial,63.48
2894,34990,Partial,4.07
2895,35000,Full,34.75
2896,35001,Partial,24.65
2897,35012,Full,14.76
2898,35018,Partial,16.2
2899,35023,Full,4.33
2900,35051,Partial,26.64
2901,35058,Partial,14.34
2902,35065,Partial,3.47
2903,35070,Full,38.81
2904,35078,Partial,30.7
2905,35097,Full,23.04
2906,35113,Partial,7.72
2907,35145,Partial,24.68
2908,35150,Full,17.92
2909,35158,Full,14.23
2910,35185,Full,14.79
2911,35188,Partial,10.81
2912,35200,Full,9.94
2913,35214,Full,19.8
2914,35215,Partial,26.8
2915,35232,Full,20.66
2916,35251,Full,56.21
2917,35258,Full,3.36
2918,35265,Partial,25.91
2919,35275,Partial,21.11
2920,35304,Partial,32.64
2921,35306,Partial,7.04
2922,35313,Partial,20.88
2923,35317,Partial,13.09
2924,35322,Full,30.93
2925,35324,Partial,78.77
2926,35334,Partial,54.35
2927,35337,Partial,13.17
2928,35339,Full,11.09
2929,35344,Full,48.89
2930,35348,Partial,5.82
2931,35351,Full,31.18
2932,35357,Partial,4.65
2933,35366,Partial,7.98
2934,35371,Partial,54.36
2935,35397,Partial,56.74
2936,35400,Full,27.54
2937,35401,Full,11.52
2938,35403,Full,5.11
2939,35409,Partial,13.57
2940,35414,Partial,26.31
2941,35423,Partial,14.34
2942,35427,Partial,3.61
2943,35437,Partial,5.52
2944,35443,Partial,7.38
2945,35457,Partial,9.18
2946,35465,Partial,9.19
2947,35472,Partial,51.76
2948,35480,Full,16.12
2949,35488,Partial,18.06
2950,35501,Partial,30.68
2951,35524,Partial,8.13
2952,35531,Partial,14.49
2953,35535,Full,17.3
2954,35540,Partial,24.53
2955,35552,Full,51.95
2956,35573,Full,25.78
2957,35601,Full,41.97
2958,35607,Full,4.06
2959,35635,Partial,28.38
2960,35646,Full,8.61
2961,35663,Full,4.92
2962,35676,Full,41.73
2963,35689,Full,25.27
2964,35738,Partial,3.27
2965,35743,Full,8.34
2966,35747,Partial,26.61
2967,35755,Partial,5.7
2968,35777,Partial,75.05
2969,35784,Partial,2.02
2970,35794,Full,10.22
2971,35801,Full,65.49
2972,35808,Partial,3.2
2973,35816,Full,27.73
2974,35824,Partial,14.06
2975,35846,Partial,24.79
2976,35851,Partial,8.16
2977,35854,Full,8.0
2978,35856,Full,8.44
2979,35874,Partial,21.85
2980,35883,Partial,49.27
2981,35894,Full,4.75
2982,35898,Full,4.87
2983,35901,Full,9.8
2984,35907,Full,25.71
2985,35913,Full,50.06
2986,35915,Full,12.92
2987,35928,Partial,6.84
2988,35936,Full,13.16
2989,35945,Full,86.13
2990,35962,Partial,34.78
2991,35977,Full,42.12
2992,36013,Full,33.94
2993,36017,Full,86.06
2994,36022,Full,13.12
2995,36030,Full,5.14
2996,36032,Full,4.62
2997,36034,Partial,114.09
2998,36036,Partial,77.08
2999,36038,Full,8.75
3000,36051,Partial,50.3
3001,36063,Partial,2.63
3002,36065,Full,35.93
3003,36069,Partial,12.74
3004,36070,Partial,13.59
3005,36074,Partial,8.09
3006,36087,Full,17.7
3007,36097,Partial,22.87
3008,36110,Partial,1.88
3009,36126,Partial,14.07
3010,36132,Full,30.99
3011,36137,Partial,4.34
3012,36142,Partial,2.73
3013,36145,Full,36.08
3014,36147,Partial,6.61
3015,36151,Full,11.9
3016,36166,Partial,7.28
3017,36172,Partial,22.08
3018,36174,Full,35.53
3019,36180,Full,28.94
3020,36185,Partial,19.46
3021,36186,Partial,30.36
3022,36191,Partial,5.91
3023,36206,Partial,27.94
3024,36216,Partial,9.09
3025,36244,Full,9.38
3026,36248,Partial,8.42
3027,36256,Partial,13.9
3028,36264,Full,5.32
3029,36275,Partial,8.13
3030,36278,Full,28.57
3031,36279,Full,37.46
3032,36284,Full,17.93
3033,36286,Full,24.41
3034,36289,Partial,4.43
3035,36290,Full,37.38
3036,36304,Partial,1.88
3037,36333,Partial,37.03
3038,36334,Partial,78.82
3039,36347,Partial,92.03
3040,36383,Full,30.4
3041,36385,Full,106.96
3042,36394,Full,28.24
3043,36422,Partial,52.96
3044,36481,Partial,21.08
3045,36484,Partial,13.95
3046,36491,Full,24.46
3047,36494,Partial,4.42
3048,36502,Partial,18.74
3049,36544,Partial,13.78
3050,36553,Partial,4.68
3051,36562,Partial,32.74
3052,36576,Partial,3.2
3053,36589,Full,43.7
3054,36622,Full,28.88
3055,36624,Full,34.43
3056,36625,Full,16.64
3057,36635,Partial,67.5
3058,36692,Full,38.92
3059,36702,Partial,28.22
3060,36716,Full,21.67
3061,36731,Partial,44.33
3062,36732,Partial,16.63
3063,36748,Partial,28.01
3064,36753,Full,45.74
3065,36770,Full,9.04
3066,36782,Full,11.56
3067,36788,Partial,54.84
3068,36804,Full,14.83
3069,36818,Partial,39.85
3070,36832,Full,13.91
3071,36836,Full,11.44
3072,36840,Partial,1.0
3073,36846,Full,31.05
3074,36855,Partial,11.23
3075,36863,Partial,11.45
3076,36880,Partial,7.28
3077,36886,Full,17.07
3078,36904,Full,10.72
3079,36908,Partial,20.51
3080,36915,Full,16.14
3081,36939,Partial,17.99
3082,36996,Partial,4.79
3083,36999,Partial,64.39
3084,37008,Full,22.9
3085,37009,Partial,21.05
3086,37018,Full,7.37
3087,37024,Partial,23.05
3088,37037,Full,12.52
3089,37038,Partial,11.61
3090,37040,Partial,26.54
3091,37073,Full,12.59
3092,37080,Partial,2.82
3093,37082,Partial,32.74
3094,37087,Partial,19.94
3095,37100,Full,14.67
3096,37110,Partial,8.48
3097,37112,Partial,34.67
3098,37120,Partial,30.13
3099,37166,Partial,24.76
3100,37168,Full,3.38
3101,37172,Partial,29.41
3102,37180,Full,20.66
3103,37188,Full,20.93
3104,37189,Partial,3.15
3105,37191,Full,12.34
3106,37193,Partial,3.97
3107,37207,Partial,17.72
3108,37214,Full,63.89
3109,37242,Full,20.09
3110,37255,Partial,1.08
3111,37257,Partial,24.32
3112,37265,Full,50.43
3113,37277,Full,96.13
3114,37281,Full,24.07
3115,37282,Partial,7.25
3116,37294,Full,49.53
3117,37301,Partial,13.31
3118,37303,Partial,6.18
3119,37307,Partial,6.84
3120,37314,Partial,34.55
3121,37318,Partial,9.05
3122,37326,Partial,6.66
3123,37330,Partial,45.99
3124,37342,Partial,68.0
3125,37390,Partial,16.44
3126,37391,Partial,11.78
3127,37395,Full,31.2
3128,37408,Partial,6.17
3129,37409,Partial,5.64
3130,37419,Full,11.17
3131,37424,Partial,1.0
3132,37446,Full,53.68
3133,37462,Partial,2.72
3134,37465,Partial,18.89
3135,37508,Full,110.66
3136,37509,Full,48.21
3137,37526,Partial,7.46
3138,37559,Partial,13.97
3139,37577,Partial,14.18
3140,37601,Partial,2.04
3141,37609,Full,20.67
3142,37623,Partial,22.75
3143,37637,Partial,5.8
3144,37656,Full,32.67
3145,37667,Partial,16.09
3146,37686,Partial,75.48
3147,37688,Partial,43.9
3148,37702,Partial,18.86
3149,37705,Partial,14.12
3150,37716,Partial,15.7
3151,37731,Partial,1.0
3152,37757,Full,13.35
3153,37771,Full,2.91
3154,37781,Partial,15.91
3155,37787,Full,109.13
3156,37788,Partial,8.67
3157,37791,Partial,10.44
3158,37794,Partial,16.1
3159,37829,Partial,42.38
3160,37838,Full,47.52
3161,37844,Partial,18.6
3162,37849,Partial,71.31
3163,37863,Partial,3.69
3164,37870,Full,29.41
